,,Model,Make_Year,Driven_Kilometers,Fuel,Transmission,Owner(s),Mileage,Engine,Price,Location
5764,, Hyundai Grand i,2019,3811,Petrol,Manual,1,18.9,1197,545000,Pune
5765,, Maruti Wagon R,2008,55564,Petrol,Manual,2,18.9,1061,145000,Pune
5766,, Maruti Celerio,2016,55669,Petrol,Manual,1,23.1,998,415000,Pune
5767,, Tata Nexon,2018,11671,Diesel,Manual,1,21.5,1497,940500,Pune
5768,, Honda City,2016,54395,Diesel,Manual,1,26,1498,792000,Pune
5769,, Maruti Vitara Brezza,2017,78514,Diesel,Manual,1,24.3,1248,845000,Pune
5770,, Volkswagen Polo,2020,3998,Petrol,Manual,1,18.78,999,685000,Pune
5771,, Hyundai Verna,2019,8103,Petrol,Manual,1,17,1591,960500,Pune
5772,, Ford Figo Aspire,2018,17439,Petrol,Manual,1,19.4,1194,600000,Pune
5773,, Volkswagen Polo,2017,33133,Petrol,Manual,1,16.2,1199,500000,Pune
5774,, Hyundai i,2009,74522,Petrol,Manual,1,20.36,1197,203000,Pune
5775,, Toyota Innova Crysta,2016,70370,Diesel,Manual,1,13.68,2393,1630000,Pune
5776,, Hyundai i,2014,96569,Petrol,Manual,1,19.81,1086,357000,Pune
5777,, Maruti Ertiga,2017,85592,Diesel,Manual,1,24.52,1248,857139,Pune
5778,, Maruti Swift Dzire,2015,41993,Petrol,Manual,1,20.85,1197,530500,Pune
5779,, Mahindra XUV,2016,71288,Diesel,Manual,1,16,2179,867000,Pune
5780,, Maruti Swift,2012,32108,Petrol,Manual,1,18.6,1197,360000,Pune
5781,, Hyundai Santro Xing,2011,46849,Petrol,Manual,2,17.92,1086,178500,Pune
5782,, Maruti Ignis,2017,41446,Petrol,Manual,1,20.89,1197,480000,Pune
5783,, Maruti Wagon R,2020,4610,Petrol,Manual,2,21.5,1197,560000,Pune
5784,, Maruti Ertiga,2015,32445,CNG,Manual,1,22.8,1373,680000,Pune
5785,, Volkswagen Vento,2013,125277,Diesel,Manual,2,20.54,1598,455000,Pune
5786,, Hyundai i,2011,50796,Petrol,Manual,1,17,1197,265000,Pune
5787,, Mahindra XUV,2020,23028,Petrol,Manual,1,17,1197,900000,Pune
5788,, Maruti Alto K,2016,6707,Petrol,Manual,1,23.95,998,374500,Pune
5789,, Maruti Wagon R,2017,42619,CNG,Manual,1,26.6,998,493500,Pune
5790,, Honda City,2014,33378,Petrol,Manual,2,17.4,1497,580000,Pune
5791,, Renault KWID,2016,34719,Petrol,Manual,1,25.17,799,260000,Pune
5792,, Maruti Vitara Brezza,2016,30252,Diesel,Manual,1,24.3,1248,777000,Pune
5793,,Maruti Swift Dzire VDi,2009,176000,Diesel,Manual,1,19.3,1248,325000,Pune
5794,,Maruti Swift ZXI,2011,76000,Petrol,Manual,1,18.6,1197,335000,Pune
5795,,Maruti A Star Zxi,2011,60821,Petrol,Manual,1,19,998,218000,Pune
5796,,Toyota Innova . V Diesel -seater,2009,190000,Diesel,Manual,2,12.8,2494,500000,Pune
5797,,Hyundai i Asta,2009,55000,Petrol,Manual,2,17,1197,268000,Pune
5798,,Maruti Swift Dzire VDI,2009,137000,Diesel,Manual,2,26.59,1248,261000,Pune
5799,,Maruti Alto K - VXI,2011,53000,Petrol,Manual,2,20.92,998,199000,Pune
5800,,Maruti S-Cross - Zeta DDiS  SH,2019,20000,Diesel,Manual,1,25.1,1248,985000,Pune
5801,,Tata Nano Twist XT,2014,43000,Petrol,Manual,1,25.4,624,145000,Pune
5802,,Renault Duster PS Diesel RxL,2013,92000,Diesel,Manual,1,20.45,1461,535000,Pune
5803,,Tata Nexon . Revotorq XM,2018,38000,Diesel,Manual,1,21.5,1497,775000,Pune
5804,,Maruti Alto LXi BSIII,2009,107000,Petrol,Manual,2,19.7,796,135000,Pune
5805,,Hyundai Grand i Magna,2015,30154,Petrol,Manual,1,18.9,1197,408000,Pune
5806,,Hyundai i - Asta Option .,2015,66000,Petrol,Manual,1,18.6,1197,549000,Pune
5807,,Volkswagen Vento Diesel Highline,2011,68000,Diesel,Manual,2,20.54,1598,380000,Pune
5808,,Mahindra XUV W Diesel Sunroof,2019,42000,Diesel,Manual,1,20,1497,1141000,Pune
5809,,Mahindra Bolero - mHAWK D ZLX,2018,85000,Diesel,Manual,1,16.5,1493,781000,Pune
5810,,Maruti Wagon R LXI BSIII,2006,86000,Petrol,Manual,2,18.9,998,114999,Pune
5811,,Honda City Corporate Edition,2012,89000,Petrol,Manual,2,16.8,1497,375000,Pune
5812,,Maruti Swift VDI,2012,95000,Diesel,Manual,1,28.4,1248,398000,Pune
5813,,Hyundai Grand i Magna,2014,8874,Petrol,Manual,2,18.9,1197,372000,Pune
5814,,Hyundai i . Sportz Option,2011,17057,Petrol,Manual,1,17,1197,328000,Pune
5815,,Hyundai i Era,2011,80000,Petrol,Manual,2,19.81,1086,245000,Pune
5816,,Hyundai Santro Xing XO,2007,69000,Petrol,Manual,1,17,1086,125000,Pune
5817,,Hyundai Verna Xi (Petrol),2008,68600,Petrol,Manual,2,13.9,1599,195000,Pune
5818,,Hyundai i . Asta,2011,85000,Petrol,Manual,2,18.6,1197,295000,Pune
5819,,Toyota Qualis FS B,2003,109000,Diesel,Manual,2,13.1,2446,175000,Pune
5820,,Skoda Laura . TDI MT Ambiente,2012,68800,Diesel,Manual,2,17,1896,550000,Pune
5821,,Maruti Omni MPI CARGO BSIV,2012,191000,Petrol,Manual,1,16.8,796,114999,Pune
5822,,Maruti Ritz VDi,2011,111000,Diesel,Manual,2,23.2,1248,275000,Pune
5823,,Toyota Innova . GX (Diesel)  Seater,2012,66800,Diesel,Manual,1,12.99,2494,821000,Pune
5824,,Chevrolet Cruze LTZ,2011,63000,Diesel,Manual,2,18.3,1991,361000,Pune
5825,,Mahindra XUV W WD,2012,141000,Diesel,Manual,2,15.1,2179,499000,Pune
5826,,Chevrolet Cruze LTZ,2010,74652,Diesel,Manual,1,18.3,1991,309000,Pune
5827,,Toyota Innova . G (Diesel)  Seater,2015,120000,Diesel,Manual,1,12.99,2494,960000,Pune
5828,,Toyota Innova . GX (Diesel)  Seater,2015,82000,Diesel,Manual,1,12.99,2494,1100000,Pune
5829,,Maruti Swift Dzire VDI,2013,54000,Diesel,Manual,1,23.4,1248,550000,Pune
5830,,Volkswagen Polo . MPI Comfortline,2015,58000,Petrol,Manual,1,16.2,1199,550000,Pune
5831,,Maruti Alto  LXI,2014,62000,Petrol,Manual,1,22.74,796,235000,Pune
5832,,Volkswagen Polo Petrol Comfortline .L,2011,45000,Petrol,Manual,2,16.47,1198,285000,Pune
5833,,Maruti Wagon R CNG LXI,2010,75000,CNG,Manual,2,32.52,998,254999,Pune
5834,,Hyundai Grand i Asta Option,2015,39900,Petrol,Manual,1,18.9,1197,515000,Pune
5835,,Nissan Micra XL Optional,2013,39700,Petrol,Manual,2,18.44,1198,265000,Pune
5836,,Hyundai i Sportz Option,2010,24296,Petrol,Manual,2,17,1197,293000,Pune
5837,,Hyundai Santro Xing GL Plus,2008,72000,Petrol,Manual,2,17.92,1086,145000,Pune
5838,,Maruti SX ZXI MT BSIV,2010,113000,Petrol,Manual,1,15.5,1586,285000,Pune
5839,,Hyundai i Magna,2009,60000,Petrol,Manual,2,18.5,1197,280000,Pune
5840,,Honda Jazz S,2011,44410,Petrol,Manual,1,16,1198,341000,Pune
5841,,Volkswagen Polo Petrol Comfortline .L,2012,33600,Petrol,Manual,2,16.47,1198,295000,Pune
5842,,Volkswagen Polo Diesel Comfortline .L,2012,75289,Diesel,Manual,1,22.07,1199,360000,Pune
5843,,Hyundai i Magna . iTech SE,2012,77000,Petrol,Manual,2,20.36,1197,325000,Pune
5844,,Maruti Ertiga ZDI,2014,85612,Diesel,Manual,1,25.47,1248,740000,Pune
5845,,Volkswagen Polo - . MPI Highline,2013,51000,Petrol,Manual,1,16.2,1199,434999,Pune
5846,,Mahindra XUV W WD,2016,79000,Diesel,Manual,1,16,2179,1091000,Pune
5847,,Volkswagen Polo Diesel Highline .L,2010,103000,Diesel,Manual,2,22.07,1199,290000,Pune
5848,,Maruti SX ZDI,2012,92000,Diesel,Manual,1,21.79,1248,335000,Pune
5849,,Maruti Swift Dzire LDI,2015,95000,Diesel,Manual,2,23.4,1248,509999,Pune
5850,,Maruti  DX,2000,145000,Petrol,Manual,3,16.1,796,45000,Pune
5851,,Kia Sonet . HTX Plus Diesel DT,2020,5100,Diesel,Manual,2,24.1,1493,1250000,Pune
5852,,Maruti Eeco  Seater Standard BSIV,2013,42000,Petrol,Manual,1,15.37,1196,385000,Pune
5853,,Maruti Omni CNG,2010,86000,CNG,Manual,1,10.9,796,195000,Pune
5854,,Maruti Celerio ZXI Optional,2016,44000,Petrol,Manual,1,23.1,998,459999,Pune
5855,,Nissan Terrano XV  PS,2014,90000,Diesel,Manual,1,19.01,1461,484999,Pune
5856,,Ford Fiesta . SXI ABS Duratec,2009,27800,Petrol,Manual,2,15.3,1596,254999,Pune
5857,,Volkswagen Polo Petrol Comfortline .L,2012,37600,Petrol,Manual,1,16.47,1198,295000,Pune
5858,,Toyota Etios V,2012,59300,Petrol,Manual,1,16.78,1496,325000,Pune
5859,,Honda City i DTEC V,2015,36000,Diesel,Manual,1,26,1498,730000,Pune
5860,,Maruti Swift VDI BSIV,2011,78000,Diesel,Manual,2,17.8,1248,380000,Pune
5861,,Maruti Swift LDI,2011,85252,Diesel,Manual,1,22.9,1248,395000,Pune
5862,,Maruti Swift Dzire Tour LXI,2018,41210,Petrol,Manual,1,19,1197,670000,Pune
5863,,Maruti Alto LXi,2009,80000,Petrol,Manual,2,19.7,796,130000,Pune
5864,,Mahindra Scorpio MDI,2008,111000,Diesel,Manual,1,13.5,2179,315000,Pune
5865,,Maruti Swift Dzire VDi,2014,120000,Diesel,Manual,1,19.3,1248,495000,Pune
5866,,Toyota Innova . G,2007,265000,Diesel,Manual,2,12.8,2494,360000,Pune
5867,,Nissan Micra XV,2014,38525,Petrol,Manual,1,18.06,1198,304000,Pune
5868,,Renault KWID . RXT Optional,2018,35000,Petrol,Manual,1,23.01,999,375000,Pune
5869,,Hyundai i Sportz .L,2014,43500,Petrol,Manual,1,19.81,1086,355000,Pune
5870,,Mahindra Bolero Power Plus ZLX,2015,119000,Diesel,Manual,1,16.5,1493,630000,Pune
5871,,Toyota Etios GD,2012,80000,Diesel,Manual,2,23.59,1364,350000,Pune
5872,,Maruti Ritz LDi,2010,84000,Diesel,Manual,2,23.2,1248,254999,Pune
5873,,Maruti Ignis . Delta BSIV,2019,19800,Petrol,Manual,1,20.89,1197,535000,Pune
5874,,Nissan Micra XL,2011,62000,Petrol,Manual,1,18.44,1198,215000,Pune
5875,,Hyundai i Era .,2010,91000,Petrol,Manual,1,19.81,1086,211000,Pune
5876,,Maruti Alto LXi BSIII,2009,122000,Petrol,Manual,2,19.7,796,155000,Pune
5877,,Hyundai i Magna .L,2013,36229,Petrol,Manual,1,19.81,1086,330000,Pune
5878,,Renault Lodgy PS RxZ  Seater,2015,95000,Diesel,Manual,1,19.98,1461,499000,Pune
5879,,Tata Indica Vista TDI LS,2013,120000,Diesel,Manual,2,19.4,1405,190000,Pune
5880,,Hyundai i Sportz Option .,2014,75949,Petrol,Manual,1,18.6,1197,396000,Pune
5881,,Mahindra XUV W WD,2014,133000,Diesel,Manual,1,15.1,2179,800000,Pune
5882,,Renault Scala Diesel RxL Travelogue,2015,55000,Diesel,Manual,1,21.64,1461,415000,Pune
5883,,Maruti Swift VVT VXI,2015,30000,Petrol,Manual,1,22,1197,550000,Pune
5884,,Maruti Wagon R CNG LXI,2018,60000,CNG,Manual,2,32.52,998,484999,Pune
5885,,Volkswagen Vento . TDI Highline,2015,80000,Diesel,Manual,1,20.34,1498,700000,Pune
5886,,Mahindra Scorpio SLE BSIV,2011,125000,Diesel,Manual,2,12.05,2179,470000,Pune
5887,,Hyundai Verna . CRDi EX MT,2012,100000,Diesel,Manual,2,22.32,1582,375000,Pune
5888,,Hyundai EON Sportz,2012,62000,Petrol,Manual,1,21.1,814,235000,Pune
5889,,Maruti Wagon R LXI DUO,2010,146000,LPG,Manual,1,14.4,998,215000,Pune
5890,,Maruti Wagon R LXI,2012,95000,Petrol,Manual,2,20.51,998,285000,Pune
5891,,Renault KWID RXT Optional,2017,35000,Petrol,Manual,1,25.17,799,285000,Pune
5892,,Renault Duster PS Diesel RxL,2013,120000,Diesel,Manual,2,19.01,1461,459999,Pune
5893,,Ford Figo Petrol Titanium,2011,34777,Petrol,Manual,1,15.6,1196,227999,Pune
5894,,Tata Nano Twist XE,2015,12000,Petrol,Manual,3,25.4,624,145000,Pune
5895,,Maruti Swift VXI BSIII,2008,78000,Petrol,Manual,2,16.1,1298,240000,Pune
5896,,Chevrolet Tavera Neo  LS  Seats BSIII,2016,128000,Diesel,Manual,1,13.58,2499,525000,Pune
5897,,Volkswagen Polo - ALLSTAR . MPI,2017,38000,Petrol,Manual,1,16.47,1198,595000,Pune
5898,,Fiat Grande Punto . Emotion Pack (Diesel),2011,110000,Diesel,Manual,3,17.8,1248,200000,Pune
5899,,Maruti Swift Vdi BSIII,2009,44000,Diesel,Manual,2,17.8,1248,330000,Pune
5900,,Volkswagen Vento . TDI Highline,2013,64500,Diesel,Manual,1,20.34,1498,430000,Pune
5901,,Volkswagen Polo Diesel Highline .L,2010,72450,Diesel,Manual,2,22.07,1199,290000,Pune
5902,,Nissan Terrano XL D Option,2018,39000,Diesel,Manual,1,19.87,1461,875000,Pune
5903,,Volkswagen Passat Diesel Comfortline . TDI,2012,86000,Diesel,Manual,2,18.33,1968,725000,Pune
5904,,Maruti Wagon R Stingray VXI Optional,2015,36400,Petrol,Manual,1,20.51,998,405000,Pune
5905,,Hyundai EON D Lite Plus,2012,88100,Petrol,Manual,2,21.1,814,225000,Pune
5906,,Maruti Alto K VXI,2015,30000,Petrol,Manual,1,23.95,998,310000,Pune
5907,,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2004,73599,Petrol,Manual,1,19.7,796,79000,Pune
5908,,Honda Amaze - VX Diesel BSIV,2020,10208,Diesel,Manual,1,27.4,1498,1019999,Pune
5909,,Tata Safari Storme EX,2012,100000,Diesel,Manual,1,14,2179,375000,Pune
5910,,Hyundai i Sportz,2011,72000,Petrol,Manual,2,20.36,1197,240000,Pune
5911,,Skoda Octavia Ambition . TDI MT,2016,48000,Diesel,Manual,1,20.6,1968,975000,Pune
5912,,Chevrolet Spark . LT,2008,70483,Petrol,Manual,1,18,995,150000,Pune
5913,,Skoda Laura L and K MT,2009,97020,Diesel,Manual,1,17.5,1896,300000,Pune
5914,,Skoda Laura L and K MT,2009,97020,Diesel,Manual,1,17.5,1896,300000,Pune
5915,,Hyundai i . Asta,2011,80000,Petrol,Manual,1,17,1197,350000,Pune
5916,,Hyundai Getz GLS,2007,93000,Petrol,Manual,1,15.3,1341,145000,Pune
5917,,Renault KWID RXT,2016,45600,Petrol,Manual,1,25.17,799,290000,Pune
5918,,Maruti Baleno Delta .,2018,21000,Petrol,Manual,1,21.4,1197,645000,Pune
5919,,Honda Amaze EX i-Vtech,2013,72000,Petrol,Manual,2,18,1198,409999,Pune
5920,,Maruti Ritz VXI,2011,55708,Petrol,Manual,1,21.1,1197,285000,Pune
5921,,Maruti Ciaz ZDi Plus SHVS,2017,42137,Diesel,Manual,1,28.09,1248,800000,Pune
5922,,Hyundai Grand i Sportz Petrol BSIV,2018,36000,Petrol,Manual,1,18.9,1197,509999,Pune
5923,,Renault Pulse RxZ,2014,48000,Diesel,Manual,1,23.08,1461,375000,Pune
5924,,Maruti  AC BSII,2006,73000,Petrol,Manual,1,16.1,796,75000,Pune
5925,,Toyota Innova . G (Diesel)  Seater,2010,151000,Diesel,Manual,1,12.99,2494,550000,Pune
5926,,Mahindra Scorpio - VLX WD S BSIV,2011,122000,Diesel,Manual,1,12.05,2179,450000,Pune
5927,,Maruti Wagon R VXI,2014,80393,Petrol,Manual,2,18.9,998,350000,Pune
5928,,Maruti Vitara Brezza VDi Option,2018,53350,Diesel,Manual,2,24.3,1248,865000,Pune
5929,,Maruti SX Vxi BSIV,2010,38000,Petrol,Manual,2,16.51,1586,249000,Pune
5930,,Maruti Alto K LXI,2015,76000,Petrol,Manual,1,20.92,998,295000,Pune
5931,,Maruti Ertiga VDI,2015,94000,Diesel,Manual,1,20.77,1248,675000,Pune
5932,,Hyundai Venue SX Opt Diesel BSIV,2019,30000,Diesel,Manual,1,23.7,1396,1170000,Pune
5933,,Maruti Ertiga SHVS ZDI Plus,2017,65000,Diesel,Manual,1,24.52,1248,851000,Pune
5934,,Volkswagen Vento Diesel Highline,2013,65200,Diesel,Manual,1,20.54,1598,430000,Pune
5935,,Volkswagen Polo Petrol Highline .L,2011,59990,Petrol,Manual,1,16.47,1198,340000,Pune
5936,,Honda City . V MT,2010,59059,Petrol,Manual,1,17,1497,350000,Pune
5937,,Hyundai Grand i Magna,2014,60000,Petrol,Manual,1,18.9,1197,395000,Pune
5938,,Volkswagen Vento Petrol Highline,2011,65000,Petrol,Manual,2,15.04,1598,355000,Pune
5939,,Skoda Laura Ambition . TDI CR MT,2011,85000,Diesel,Manual,1,20,1968,385000,Pune
5940,,Hyundai i - Asta . CRDi,2015,106386,Diesel,Manual,1,22.54,1396,630000,Pune
5941,,Mahindra Scorpio VLX WD BSIV,2011,89000,Diesel,Manual,1,12.05,2179,550000,Pune
5942,,Volkswagen Polo - . MPI Highline,2016,71000,Petrol,Manual,1,16.2,1199,525000,Pune
5943,,Hyundai Verna . CRDi S,2015,43000,Diesel,Manual,1,23.9,1582,740000,Pune
5944,,Renault Duster PS Diesel RxL Explore,2014,78960,Diesel,Manual,2,19.87,1461,565000,Pune
5945,,Maruti Zen Estilo LXI BSIII,2008,100000,Petrol,Manual,1,18.2,998,170000,Pune
5946,,Maruti Swift VDI,2016,70000,Diesel,Manual,1,28.4,1248,575000,Pune
5947,,Renault Duster PS Diesel RxL,2014,70000,Diesel,Manual,1,19.87,1461,530000,Pune
5948,,Ford EcoSport . Diesel Titanium,2017,41000,Diesel,Manual,1,21.7,1498,900000,Pune
5949,,Hyundai i Active . S,2016,42000,Petrol,Manual,1,17.19,1197,610000,Pune
5950,,Hyundai i Sportz,2013,71000,Petrol,Manual,1,20.36,1197,325000,Pune
5951,,Volkswagen Vento Diesel Highline,2013,99655,Diesel,Manual,2,20.54,1598,450000,Pune
5952,,Maruti Zen Estilo LXI BS IV,2006,98000,Petrol,Manual,1,19,998,130000,Pune
5953,,Renault Duster PS Diesel RxE,2013,89100,Diesel,Manual,1,19.87,1461,462000,Pune
5954,,Skoda Rapid . TDI Ambition With Alloy Wheel,2015,107515,Diesel,Manual,1,21.14,1498,465000,Pune
5955,,Ford Figo Petrol Titanium,2010,55000,Petrol,Manual,1,15.6,1196,225000,Pune
5956,,Honda Jazz S,2012,101000,Petrol,Manual,1,16,1198,350000,Pune
5957,,Maruti Baleno Delta Diesel,2017,64567,Diesel,Manual,1,27.39,1248,600000,Pune
5958,,Volkswagen Vento . TDI Highline,2013,75000,Diesel,Manual,2,20.34,1498,430000,Pune
5959,,Volkswagen Polo . MPI Comfortline,2015,47000,Petrol,Manual,2,16.47,1198,449000,Pune
5960,,Renault Duster PS Diesel RxL Option,2014,78300,Diesel,Manual,2,19.87,1461,550000,Pune
5961,,Hyundai Verna CRDi . SX,2019,16000,Diesel,Manual,1,22,1582,1200000,Pune
5962,,Maruti Swift Dzire VDi,2009,84000,Diesel,Manual,1,19.3,1248,320000,Pune
5963,,Hyundai i Magna,2010,67000,Petrol,Manual,3,20.36,1197,235000,Pune
5964,,Tata Hexa XE,2017,80000,Diesel,Manual,1,17.6,2179,1025000,Pune
5965,,Hyundai Verna CRDi . SX Option,2018,49700,Diesel,Manual,1,22,1582,1180000,Pune
5966,,Maruti Zen Estilo VXI BSIV,2012,77000,Petrol,Manual,1,19,998,250000,Pune
5967,,Hyundai i Magna .,2010,103000,Petrol,Manual,2,20.36,1197,245000,Pune
5968,,Maruti Ciaz VDi Option SHVS,2016,100001,Diesel,Manual,1,28.09,1248,680000,Pune
5969,,Toyota Fortuner . Diesel,2011,288000,Diesel,Manual,1,11.5,2982,1000000,Pune
5970,,Maruti Alto LXi,2012,45000,Petrol,Manual,2,19.7,796,190000,Pune
5971,,Ford EcoSport . Diesel Titanium,2016,33250,Diesel,Manual,1,21.7,1498,695000,Pune
5972,,Tata Nano XT,2015,30386,Petrol,Manual,1,23.9,624,245000,Pune
5973,,Maruti Swift Dzire VXI,2013,36483,Petrol,Manual,1,20.85,1197,475000,Pune
5974,,Volkswagen Vento . TDI Comfortline,2014,95429,Diesel,Manual,2,20.34,1498,484999,Pune
5975,,Hyundai Creta . E Plus,2018,91348,Diesel,Manual,1,22.1,1396,980000,Pune
5976,,Maruti Ciaz VDi Option SHVS,2016,78000,Diesel,Manual,2,28.09,1248,690000,Pune
5977,,Maruti Alto K - VXI,2013,52000,Petrol,Manual,1,20.92,998,265000,Pune
5978,,Maruti Swift Ldi BSIV,2010,154000,Diesel,Manual,1,17.8,1248,275000,Pune
5979,,Toyota Innova Crysta - . G MT BSIV,2018,73000,Diesel,Manual,1,13.68,2393,1450000,Pune
5980,,Volkswagen CrossPolo . TDI,2013,62000,Diesel,Manual,1,22.07,1199,450000,Pune
5981,,Hyundai Creta . S,2015,44000,Diesel,Manual,1,22.1,1396,894999,Pune
5982,,Tata Nano Lx BSIV,2010,51700,Petrol,Manual,4,26,624,65000,Pune
5983,,Fiat Grande Punto . Emotion Pack (Diesel),2011,70000,Diesel,Manual,1,17.8,1248,220000,Pune
5984,,Honda Amaze S i-Vtech,2013,23000,Petrol,Manual,1,18,1198,450000,Pune
5985,,Mahindra TUV  mHAWK T,2017,56000,Diesel,Manual,1,18.49,1493,800000,Pune
5986,,Maruti Ritz VXi,2011,51000,Petrol,Manual,1,18.5,1197,265000,Pune
5987,,Volkswagen CrossPolo . MPI,2018,9000,Petrol,Manual,1,16.47,1198,650000,Pune
5988,,Volkswagen Jetta .L TDI Comfortline,2014,73000,Diesel,Manual,1,19.33,1968,825000,Pune
5989,,MG Hector Smart Diesel MT BSIV,2020,18146,Diesel,Manual,1,17.41,1956,1800000,Pune
5990,,Renault KWID . RXT  Anniversary Edition,2016,62000,Petrol,Manual,1,23.01,999,345000,Pune
5991,,Honda Amaze - VX Petrol,2020,11557,Petrol,Manual,1,18.6,1199,863000,Pune
5992,,Chevrolet Cruze LTZ,2014,500000,Diesel,Manual,1,17.3,1998,615000,Pune
5993,,Ford Figo Diesel ZXI,2010,54020,Diesel,Manual,1,20,1399,220000,Pune
5994,,Skoda Superb . TSI MT,2010,62550,Petrol,Manual,1,13.14,1798,370000,Pune
5995,,Volkswagen Vento . Highline,2016,29000,Petrol,Manual,1,16.09,1598,670000,Pune
5996,,Maruti Swift ZDI BSIV,2016,71700,Diesel,Manual,1,25.2,1248,595000,Pune
5997,,Ford Fiesta . TDCi Titanium,2012,85900,Diesel,Manual,1,25.01,1498,350000,Pune
5998,,Maruti Ritz ZXi,2014,52200,Petrol,Manual,1,18.5,1197,425000,Pune
5999,,Hyundai Santro Xing XL eRLX Euro III,2006,121000,Petrol,Manual,1,17,1086,125000,Pune
6000,,Toyota Innova . G (Diesel)  Seater,2011,111000,Diesel,Manual,2,12.99,2494,625000,Pune
6001,,Tata Indica Vista Aqua . Safire,2010,87000,Petrol,Manual,1,15.8,1172,185000,Pune
6002,,Maruti Wagon R VXI,2014,49164,Petrol,Manual,1,21.79,998,356000,Pune
6003,,Toyota Innova . G Petrol -seater,2011,66191,Petrol,Manual,1,12.4,1998,811000,Pune
6004,,Toyota Yaris V BSIV,2018,15000,Petrol,Manual,1,17.1,1496,865000,Pune
6005,,Hyundai i Sportz .,2014,60000,Petrol,Manual,1,18.5,1197,525000,Pune
6006,,Honda City . S MT,2010,66000,Petrol,Manual,2,17,1497,335000,Pune
6007,,Hyundai Grand i . Kappa Magna BSIV,2017,38804,Petrol,Manual,1,18.9,1197,500000,Pune
6008,,Renault KWID RXT,2016,62955,Petrol,Manual,1,25.17,799,290000,Pune
6009,,Hyundai i Sportz .,2010,68307,Petrol,Manual,1,20.36,1197,229999,Pune
6010,,Maruti Celerio VXI,2016,60000,Petrol,Manual,1,23.1,998,409999,Pune
6011,,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,65000,Diesel,Manual,1,24.3,1248,850000,Pune
6012,,Maruti Swift VDI Optional,2019,59000,Diesel,Manual,1,25.2,1248,770000,Pune
6013,,Toyota Etios Liva GD,2012,85000,Diesel,Manual,2,23.59,1364,350000,Pune
6014,,Volkswagen Ameo . MPI Comfortline Plus,2016,69000,Petrol,Manual,1,17,1198,475000,Pune
6015,,Maruti Swift VDI BSIV,2018,63000,Diesel,Manual,1,25.2,1248,675000,Pune
6016,,Toyota Etios Liva . G,2017,32000,Petrol,Manual,1,17.71,1197,490000,Pune
6017,,Hyundai Grand i . Kappa Magna BSIV,2017,33000,Petrol,Manual,1,18.9,1197,509999,Pune
6018,,Maruti Alto  VXI,2015,27265,Petrol,Manual,1,22.74,796,285000,Pune
6019,,Honda Civic . V MT Sunroof,2012,46000,Petrol,Manual,2,14.8,1799,475000,Pune
6020,,Chevrolet Spark . LT,2009,106197,Petrol,Manual,2,18,995,99000,Pune
6021,,Chevrolet Captiva Captiva XTREME,2011,97000,Diesel,Manual,2,11.5,1991,400000,Pune
6022,,Maruti Zen Estilo LXI BSIII,2014,73000,Petrol,Manual,1,18.2,998,311000,Pune
6023,,Hyundai Grand i Asta Option,2017,18000,Petrol,Manual,1,18.9,1197,530000,Pune
6024,,Hyundai Grand i Sportz,2016,49000,Petrol,Manual,1,18.9,1197,459999,Pune
6025,,Hyundai i . CRDi Asta,2011,78000,Diesel,Manual,1,23,1396,335000,Pune
6026,,Hyundai Grand i Asta,2014,64000,Petrol,Manual,1,18.9,1197,450000,Pune
6027,,Hyundai i Magna .,2010,84000,Petrol,Manual,2,19.81,1086,235000,Pune
6028,,Hyundai i Sportz,2012,95000,Petrol,Manual,1,20.36,1197,285000,Pune
6029,,Datsun RediGO . S,2018,11000,Petrol,Manual,1,22.5,999,330000,Pune
6030,,Nissan Micra XL,2015,52000,Petrol,Manual,1,18.44,1198,375000,Pune
6031,,Maruti Wagon R VXI,2018,28320,Petrol,Manual,1,21.79,998,465000,Pune
6032,,Mahindra XUV W Option Dual Tone Diesel,2019,32000,Diesel,Manual,1,20,1497,1175000,Pune
6033,,Honda Amaze S i-Vtech,2014,24672,Petrol,Manual,2,18,1198,440000,Pune
6034,,Hyundai Creta . CRDi SX Option,2018,60000,Diesel,Manual,1,19.67,1582,1400000,Pune
6035,,Honda Mobilio S i VTEC,2015,80257,Petrol,Manual,2,17.3,1497,530000,Pune
6036,,Toyota Innova Crysta - . G Plus MT BSIV,2019,38088,Diesel,Manual,1,13.68,2393,1850000,Pune
6037,,Nissan Micra XV,2011,56000,Petrol,Manual,1,18.06,1198,225000,Pune
6038,,Ford Fiesta . ZXi Duratec,2010,64000,Petrol,Manual,2,16.6,1388,185000,Pune
